mm_id,latin_name,common_name_de,aliases,category_key,source_part_file,canonical_master_id,canonical_master_name,canonical_match_type,resolver_known,resolver_input_match,resolver_canonical_id,hahnemann,kent,hering,boericke,boger,allen,has_boger_data,has_allen_data,identity_status,notes
calendula-officinalis,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_TRUE,EXPLICIT_TRUE,EXPLICIT_TRUE,DEFAULT_TRUE,DATASET_PRESENCE,DATASET_PRESENCE,TRUE,TRUE,PARTIALLY_LINKED,"Diagnostic generated record"
calluna-vulgaris,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
calotropis-gigantea,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
caltha-palustris,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
canchalagua,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
canna-angustifolia,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
cannabis-indica,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_TRUE,EXPLICIT_TRUE,DEFAULT_TRUE,DATASET_PRESENCE,DATASET_PRESENCE,TRUE,TRUE,PARTIALLY_LINKED,"Diagnostic generated record"
cannabis-sativa,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,TRUE,cannabis-sativa,cannabis-sativa,EXPLICIT_TRUE,EXPLICIT_TRUE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,DATASET_PRESENCE,FALSE,TRUE,PARTIALLY_LINKED,"Diagnostic generated record"
cantharis-vesicatoria,,,,animal,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_TRUE,EXPLICIT_TRUE,DEFAULT_TRUE,DATASET_PRESENCE,DATASET_PRESENCE,TRUE,TRUE,PARTIALLY_LINKED,"Diagnostic generated record"
capsella-bursa-pastoris,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
capsicum-annuum,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_TRUE,EXPLICIT_TRUE,EXPLICIT_TRUE,DEFAULT_TRUE,DATASET_PRESENCE,DATASET_PRESENCE,TRUE,TRUE,PARTIALLY_LINKED,"Diagnostic generated record"
ipecacuanha,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_TRUE,EXPLICIT_TRUE,EXPLICIT_TRUE,DEFAULT_TRUE,DATASET_PRESENCE,DATASET_PRESENCE,TRUE,TRUE,PARTIALLY_LINKED,"Diagnostic generated record"
carbo-animalis,,,,animal,materiaMedicaPartX.ts,NONE,,NO_MATCH,TRUE,carbo-animalis,carbo-animalis,EXPLICIT_TRUE,EXPLICIT_TRUE,EXPLICIT_TRUE,DEFAULT_TRUE,DATASET_PRESENCE,DATASET_PRESENCE,TRUE,TRUE,PARTIALLY_LINKED,"Diagnostic generated record"
carbo-vegetabilis,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,TRUE,carbo-vegetabilis,carbo-vegetabilis,EXPLICIT_TRUE,EXPLICIT_TRUE,EXPLICIT_TRUE,DEFAULT_TRUE,DATASET_PRESENCE,DATASET_PRESENCE,TRUE,TRUE,PARTIALLY_LINKED,"Diagnostic generated record"
carbolicum-acidum,,,,acid,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_TRUE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,DATASET_PRESENCE,FALSE,TRUE,PARTIALLY_LINKED,"Diagnostic generated record"
carboneum-sulfuratum,,,,mineral,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_TRUE,EXPLICIT_TRUE,DEFAULT_TRUE,DATASET_PRESENCE,FALSE,TRUE,FALSE,PARTIALLY_LINKED,"Diagnostic generated record"
carduus-marianus,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_TRUE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
carica-papaya,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
cascara-sagrada,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
cascarilla,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
cassia-sophera,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
castanea-vesca,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
castor-equi,,,,animal,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
castoreum,,,,animal,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
caulophyllum-thalictroides,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_TRUE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,DATASET_PRESENCE,FALSE,TRUE,PARTIALLY_LINKED,"Diagnostic generated record"
causticum,,,,mineral,materiaMedicaPartX.ts,NONE,,NO_MATCH,TRUE,causticum,causticum,EXPLICIT_TRUE,EXPLICIT_TRUE,EXPLICIT_TRUE,DEFAULT_TRUE,DATASET_PRESENCE,DATASET_PRESENCE,TRUE,TRUE,PARTIALLY_LINKED,"Diagnostic generated record"
ceanothus-americanus,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_TRUE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
cedron,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_TRUE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
cenchris-contortrix,,,,animal,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_TRUE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
centaurea-cyanus,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
centaurium-erythraea,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
centranthus-ruber,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
cephalandra-indica,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
cetraria-islandica,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
chaparro-amargoso,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
cheiranthus-cheiri,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
chelidonium-majus,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,TRUE,chelidonium-majus,chelidonium-majus,EXPLICIT_TRUE,EXPLICIT_TRUE,EXPLICIT_TRUE,DEFAULT_TRUE,DATASET_PRESENCE,DATASET_PRESENCE,TRUE,TRUE,PARTIALLY_LINKED,"Diagnostic generated record"
chelone-glabra,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
chenopodium-anthelminticum,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
chimaphila-umbellata,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
chininum-arsenicosum,,,,mineral,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_TRUE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
chininum-sulfuricum,,,,mineral,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_TRUE,EXPLICIT_TRUE,DEFAULT_TRUE,DATASET_PRESENCE,FALSE,TRUE,FALSE,PARTIALLY_LINKED,"Diagnostic generated record"
chionanthus-virginica,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
chloralum-hydratum,,,,mineral,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
chlorum,,,,mineral,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
cholesterinum,,,,nosode,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
cicuta-virosa,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_TRUE,EXPLICIT_TRUE,EXPLICIT_TRUE,DEFAULT_TRUE,DATASET_PRESENCE,DATASET_PRESENCE,TRUE,TRUE,PARTIALLY_LINKED,"Diagnostic generated record"
cimicifuga-racemosa,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_TRUE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,DATASET_PRESENCE,FALSE,TRUE,PARTIALLY_LINKED,"Diagnostic generated record"
china-officinalis,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,TRUE,china-officinalis,china-officinalis,EXPLICIT_TRUE,EXPLICIT_TRUE,EXPLICIT_TRUE,DEFAULT_TRUE,DATASET_PRESENCE,DATASET_PRESENCE,TRUE,TRUE,PARTIALLY_LINKED,"Diagnostic generated record"
cineraria-maritima,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
cinnabaris,,,,mineral,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_TRUE,EXPLICIT_TRUE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
camphora,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,TRUE,camphora,camphora,EXPLICIT_TRUE,EXPLICIT_TRUE,EXPLICIT_TRUE,DEFAULT_TRUE,DATASET_PRESENCE,DATASET_PRESENCE,TRUE,TRUE,PARTIALLY_LINKED,"Diagnostic generated record"
cinnamomum-ceylanicum,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
cistus-canadensis,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_TRUE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
colocynthis,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,TRUE,colocynthis,colocynthis,EXPLICIT_TRUE,EXPLICIT_TRUE,EXPLICIT_TRUE,DEFAULT_TRUE,DATASET_PRESENCE,DATASET_PRESENCE,TRUE,TRUE,PARTIALLY_LINKED,"Diagnostic generated record"
clematis-erecta,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,TRUE,clematis-erecta,clematis-erecta,EXPLICIT_TRUE,EXPLICIT_TRUE,EXPLICIT_TRUE,DEFAULT_TRUE,DATASET_PRESENCE,FALSE,TRUE,FALSE,PARTIALLY_LINKED,"Diagnostic generated record"
cobaltum-metallicum,,,,mineral,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
coca,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_TRUE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,DATASET_PRESENCE,FALSE,TRUE,PARTIALLY_LINKED,"Diagnostic generated record"
coccus-cacti,,,,animal,materiaMedicaPartX.ts,NONE,,NO_MATCH,TRUE,coccus-cacti,coccus-cacti,EXPLICIT_FALSE,EXPLICIT_TRUE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,FALSE,FALSE,FALSE,PARTIALLY_LINKED,"Diagnostic generated record"
cochlearia-armoracia,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
codeinum-purum,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
coffea-cruda,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,TRUE,coffea-cruda,coffea-cruda,EXPLICIT_TRUE,EXPLICIT_TRUE,EXPLICIT_TRUE,DEFAULT_TRUE,DATASET_PRESENCE,DATASET_PRESENCE,TRUE,TRUE,PARTIALLY_LINKED,"Diagnostic generated record"
colchicum-autumnale,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,TRUE,colchicum-autumnale,colchicum-autumnale,EXPLICIT_TRUE,EXPLICIT_TRUE,EXPLICIT_TRUE,DEFAULT_TRUE,DATASET_PRESENCE,DATASET_PRESENCE,TRUE,TRUE,PARTIALLY_LINKED,"Diagnostic generated record"
collinsonia-canadensis,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_TRUE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,DATASET_PRESENCE,FALSE,TRUE,PARTIALLY_LINKED,"Diagnostic generated record"
commelina-communis,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
comocladia-dentata,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
condurango,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
conium-maculatum,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,TRUE,conium-maculatum,conium-maculatum,EXPLICIT_TRUE,EXPLICIT_TRUE,EXPLICIT_TRUE,DEFAULT_TRUE,DATASET_PRESENCE,DATASET_PRESENCE,TRUE,TRUE,PARTIALLY_LINKED,"Diagnostic generated record"
convallaria-majalis,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
copaiva-officinalis,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,DEFAULT_TRUE,DATASET_PRESENCE,DATASET_PRESENCE,TRUE,TRUE,PARTIALLY_LINKED,"Diagnostic generated record"
corallium-rubrum,,,,animal,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
cornus-circinata,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,DEFAULT_TRUE,DATASET_PRESENCE,DATASET_PRESENCE,TRUE,TRUE,PARTIALLY_LINKED,"Diagnostic generated record"
cornus-florida,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
corydalis-formosa,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
cotyledon-umbilicus,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
crataegus-oxyacantha,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
crocus-sativus,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_TRUE,EXPLICIT_TRUE,EXPLICIT_TRUE,DEFAULT_TRUE,DATASET_PRESENCE,DATASET_PRESENCE,TRUE,TRUE,PARTIALLY_LINKED,"Diagnostic generated record"
crotalus-horridus,,,,animal,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_TRUE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,DATASET_PRESENCE,FALSE,TRUE,PARTIALLY_LINKED,"Diagnostic generated record"
croton-tiglium,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,TRUE,croton-tiglium,croton-tiglium,EXPLICIT_FALSE,EXPLICIT_TRUE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,DATASET_PRESENCE,FALSE,TRUE,PARTIALLY_LINKED,"Diagnostic generated record"
cubeba-officinalis,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,DEFAULT_TRUE,DATASET_PRESENCE,DATASET_PRESENCE,TRUE,TRUE,PARTIALLY_LINKED,"Diagnostic generated record"
cuprum-aceticum,,,,mineral,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_TRUE,EXPLICIT_FALSE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
cuprum-arsenicosum,,,,mineral,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
cuprum-metallicum,,,,mineral,materiaMedicaPartX.ts,NONE,,NO_MATCH,TRUE,cuprum-metallicum,cuprum-metallicum,EXPLICIT_TRUE,EXPLICIT_TRUE,EXPLICIT_TRUE,DEFAULT_TRUE,DATASET_PRESENCE,DATASET_PRESENCE,TRUE,TRUE,PARTIALLY_LINKED,"Diagnostic generated record"
curare,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_TRUE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
cyclamen-europaeum,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_TRUE,EXPLICIT_TRUE,EXPLICIT_TRUE,DEFAULT_TRUE,DATASET_PRESENCE,DATASET_PRESENCE,TRUE,TRUE,PARTIALLY_LINKED,"Diagnostic generated record"
cynodon-dactylon,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
cypripedium-pubescens,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
damiana,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
daphne-indica,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
mezereum,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,TRUE,mezereum,mezereum,EXPLICIT_TRUE,EXPLICIT_TRUE,EXPLICIT_TRUE,DEFAULT_TRUE,DATASET_PRESENCE,DATASET_PRESENCE,TRUE,TRUE,PARTIALLY_LINKED,"Diagnostic generated record"
